kernelversion,contributor,value,Percentage
Linux-3.9(2013-04-28),Loongson,1,0.01
Linux-3.9(2013-04-28),OMICRON electronics,1,0.01
Linux-3.9(2013-04-28),Bosch,1,0.01
Linux-3.9(2013-04-28),Highload,1,0.01
Linux-3.7(2012-12-10),Red Hat,1201,10.02
Linux-3.7(2012-12-10),Hobbyists,1158,9.66
Linux-3.7(2012-12-10),Unknown,1070,8.92
Linux-3.7(2012-12-10),Intel,917,7.65
Linux-3.7(2012-12-10),Texas Instruments,652,5.44
Linux-3.7(2012-12-10),Linaro,564,4.70
Linux-3.7(2012-12-10),IBM,449,3.75
Linux-3.7(2012-12-10),Novell,409,3.41
Linux-3.7(2012-12-10),Google,243,2.03
Linux-3.7(2012-12-10),Oracle,200,1.67
Linux-3.7(2012-12-10),Samsung,194,1.62
Linux-3.7(2012-12-10),Wolfson Microelectronics,148,1.23
Linux-3.7(2012-12-10),Trend Micro,146,1.22
Linux-3.7(2012-12-10),AMD,144,1.20
Linux-3.7(2012-12-10),Linux Foundation,142,1.18
Linux-3.7(2012-12-10),Cisco,140,1.17
Linux-3.7(2012-12-10),Canonical,133,1.11
Linux-3.7(2012-12-10),Freescale,130,1.08
Linux-3.7(2012-12-10),XMission,130,1.08
Linux-3.7(2012-12-10),NVIDIA,123,1.03
Linux-3.7(2012-12-10),Broadcom,120,1.00
Linux-3.7(2012-12-10),Marvell,119,0.99
Linux-3.7(2012-12-10),Consultants,115,0.96
Linux-3.7(2012-12-10),ARM,113,0.94
Linux-3.7(2012-12-10),Academics,110,0.92
Linux-3.7(2012-12-10),MEV Limited,96,0.80
Linux-3.7(2012-12-10),NetApp,94,0.78
Linux-3.7(2012-12-10),Analog Devices,85,0.71
Linux-3.7(2012-12-10),Pengutronix,77,0.64
Linux-3.7(2012-12-10),Inktank,75,0.63
Linux-3.7(2012-12-10),QLogic,75,0.63
Linux-3.7(2012-12-10),QUALCOMM,71,0.59
Linux-3.7(2012-12-10),Ericsson,71,0.59
Linux-3.7(2012-12-10),Parallels,70,0.58
Linux-3.7(2012-12-10),Emulex,69,0.58
Linux-3.7(2012-12-10),Linutronix,67,0.56
Linux-3.7(2012-12-10),Fujitsu,67,0.56
Linux-3.7(2012-12-10),LG Electonics,64,0.53
Linux-3.7(2012-12-10),Citrix,59,0.49
Linux-3.7(2012-12-10),NXP,57,0.48
Linux-3.7(2012-12-10),Nokia,55,0.46
Linux-3.7(2012-12-10),Atomide,54,0.45
Linux-3.7(2012-12-10),Huawei,53,0.44
Linux-3.7(2012-12-10),Lundinova AB,51,0.43
Linux-3.7(2012-12-10),Fusion-io,50,0.42
Linux-3.7(2012-12-10),Ideas on board,49,0.41
Linux-3.7(2012-12-10),DENX Software Engineering,48,0.40
Linux-3.7(2012-12-10),Calxeda,48,0.40
Linux-3.7(2012-12-10),Mellanox Technologies,42,0.35
Linux-3.7(2012-12-10),Philosys Software,40,0.33
Linux-3.7(2012-12-10),Bootlin,35,0.29
Linux-3.7(2012-12-10),Solarflare Communications,35,0.29
Linux-3.7(2012-12-10),Renesas Electronics,33,0.28
Linux-3.7(2012-12-10),Code Aurora Forum,33,0.28
Linux-3.7(2012-12-10),Microsoft,32,0.27
Linux-3.7(2012-12-10),Avionic Design Development GmbH,30,0.25
Linux-3.7(2012-12-10),OpenWrt,30,0.25
Linux-3.7(2012-12-10),Vodafone,30,0.25
Linux-3.7(2012-12-10),Vyatta,29,0.24
Linux-3.7(2012-12-10),STMicroelectronics,27,0.23
Linux-3.7(2012-12-10),igalia,26,0.22
Linux-3.7(2012-12-10),Cavium,26,0.22
Linux-3.7(2012-12-10),Astaro,26,0.22
Linux-3.7(2012-12-10),Brocade,25,0.21
Linux-3.7(2012-12-10),Coraid,22,0.18
Linux-3.7(2012-12-10),General Electric,21,0.18
Linux-3.7(2012-12-10),ST-Ericsson,19,0.16
Linux-3.7(2012-12-10),Atmel,19,0.16
Linux-3.7(2012-12-10),RisingTide Systems,19,0.16
Linux-3.7(2012-12-10),NTT,18,0.15
Linux-3.7(2012-12-10),Hitachi,17,0.14
Linux-3.7(2012-12-10),Wave Computing,16,0.13
Linux-3.7(2012-12-10),CSR,15,0.13
Linux-3.7(2012-12-10),Chelsio,15,0.13
Linux-3.7(2012-12-10),Fixstars Technologies,15,0.13
Linux-3.7(2012-12-10),Paratronic,14,0.12
Linux-3.7(2012-12-10),"Vista-Silicon, S.L.",14,0.12
Linux-3.7(2012-12-10),Tieto,14,0.12
Linux-3.7(2012-12-10),Etersoft,14,0.12
Linux-3.7(2012-12-10),IDT,14,0.12
Linux-3.7(2012-12-10),Apple,13,0.11
Linux-3.7(2012-12-10),STRATO,13,0.11
Linux-3.7(2012-12-10),HP,12,0.10
Linux-3.7(2012-12-10),BMW,12,0.10
Linux-3.7(2012-12-10),CompuLab,12,0.10
Linux-3.7(2012-12-10),Ingics Technology,12,0.10
Linux-3.7(2012-12-10),Shawell,12,0.10
Linux-3.7(2012-12-10),Cozybit,11,0.09
Linux-3.7(2012-12-10),Alibaba,11,0.09
Linux-3.7(2012-12-10),Wacom,10,0.08
Linux-3.7(2012-12-10),PetaLogix,10,0.08
Linux-3.7(2012-12-10),Cogent Embedded,10,0.08
Linux-3.7(2012-12-10),Eleven Musicproduction,10,0.08
Linux-3.7(2012-12-10),OLPC,9,0.08
Linux-3.7(2012-12-10),6WIND,9,0.08
Linux-3.7(2012-12-10),Tencent,8,0.07
Linux-3.7(2012-12-10),LSI,8,0.07
Linux-3.7(2012-12-10),DEKA,8,0.07
Linux-3.7(2012-12-10),KFKI Research Institute,8,0.07
Linux-3.7(2012-12-10),MontaVista,6,0.05
Linux-3.7(2012-12-10),"Rowland Institute, Harvard",6,0.05
Linux-3.7(2012-12-10),Kedacom,6,0.05
Linux-3.7(2012-12-10),SlimLogic Ltd,6,0.05
Linux-3.7(2012-12-10),Gaisler Research,6,0.05
Linux-3.7(2012-12-10),National Instruments,5,0.04
Linux-3.7(2012-12-10),Ozmo,5,0.04
Linux-3.7(2012-12-10),Freebox,5,0.04
Linux-3.7(2012-12-10),Siemens,5,0.04
Linux-3.7(2012-12-10),Bull SAS,5,0.04
Linux-3.7(2012-12-10),Savoir-faire Linux,5,0.04
Linux-3.7(2012-12-10),secunet Security Networks AG,5,0.04
Linux-3.7(2012-12-10),NEC,5,0.04
Linux-3.7(2012-12-10),Micron,5,0.04
Linux-3.7(2012-12-10),bct electronic,4,0.03
Linux-3.7(2012-12-10),Open Nandra,4,0.03
Linux-3.7(2012-12-10),NetLogic Microsystems,4,0.03
Linux-3.7(2012-12-10),Nicira Networks,4,0.03
Linux-3.7(2012-12-10),Kyoto Microcomputer,4,0.03
Linux-3.7(2012-12-10),Myricom,4,0.03
Linux-3.7(2012-12-10),Weinmann Medical Technology,4,0.03
Linux-3.7(2012-12-10),SGI,4,0.03
Linux-3.7(2012-12-10),OMICRON electronics,4,0.03
Linux-3.7(2012-12-10),"Science Horizons, Inc.",4,0.03
Linux-3.7(2012-12-10),Tilera,4,0.03
Linux-3.7(2012-12-10),VMWare,4,0.03
Linux-3.7(2012-12-10),MEPROLIGHT,3,0.03
Linux-3.7(2012-12-10),Sophos,3,0.03
Linux-3.7(2012-12-10),Signal 11,3,0.03
Linux-3.7(2012-12-10),GNU,3,0.03
Linux-3.7(2012-12-10),Collabora,3,0.03
Linux-3.7(2012-12-10),Mentor Graphics,3,0.03
Linux-3.7(2012-12-10),ACM,3,0.03
Linux-3.7(2012-12-10),KPIT Cummins,3,0.03
Linux-3.7(2012-12-10),NewsGuy,3,0.03
Linux-3.7(2012-12-10),Realtek,3,0.03
Linux-3.7(2012-12-10),Imagination Technologies,3,0.03
Linux-3.7(2012-12-10),KEYMILE,2,0.02
Linux-3.7(2012-12-10),Bosch,2,0.02
Linux-3.7(2012-12-10),IXIA,2,0.02
Linux-3.7(2012-12-10),NetUP Inc.,2,0.02
Linux-3.7(2012-12-10),Infineon Technologies AG,2,0.02
Linux-3.7(2012-12-10),RapidRollout,2,0.02
Linux-3.7(2012-12-10),VA LINUX,2,0.02
Linux-3.7(2012-12-10),USAGI,2,0.02
Linux-3.7(2012-12-10),SONY,2,0.02
Linux-3.7(2012-12-10),8D Technologies,2,0.02
Linux-3.7(2012-12-10),Digital Design,2,0.02
Linux-3.7(2012-12-10),SteelEye,2,0.02
Linux-3.7(2012-12-10),South Pole AB,2,0.02
Linux-3.7(2012-12-10),Tensilica,2,0.02
Linux-3.7(2012-12-10),Debian,2,0.02
Linux-3.7(2012-12-10),Obsidian Research,2,0.02
Linux-3.7(2012-12-10),Substantiel,2,0.02
Linux-3.7(2012-12-10),Volkswagen,2,0.02
Linux-3.7(2012-12-10),Virtual Open Systems,1,0.01
Linux-3.7(2012-12-10),EMC,1,0.01
Linux-3.7(2012-12-10),Bluewater Systems,1,0.01
Linux-3.7(2012-12-10),ISEE,1,0.01
Linux-3.7(2012-12-10),LWN,1,0.01
Linux-3.7(2012-12-10),US National Security Agency,1,0.01
Linux-3.7(2012-12-10),Digigram SA,1,0.01
Linux-3.7(2012-12-10),ONELAN,1,0.01
Linux-3.7(2012-12-10),MCST,1,0.01
Linux-3.7(2012-12-10),OSADL,1,0.01
Linux-3.7(2012-12-10),PARROT S.A.,1,0.01
Linux-3.7(2012-12-10),Xiaomi,1,0.01
Linux-3.7(2012-12-10),Transmode Systems,1,0.01
Linux-3.7(2012-12-10),Open Kernel Labs,1,0.01
Linux-3.7(2012-12-10),Bluegiga,1,0.01
Linux-3.7(2012-12-10),Motorola,1,0.01
Linux-3.7(2012-12-10),DELL,1,0.01
Linux-3.7(2012-12-10),Facebook,1,0.01
Linux-3.7(2012-12-10),Fraunhofer FOKUS,1,0.01
Linux-3.7(2012-12-10),Macq Electronique,1,0.01
Linux-3.7(2012-12-10),AXIS,1,0.01
Linux-3.7(2012-12-10),Panasas,1,0.01
Linux-3.7(2012-12-10),XILINX,1,0.01
Linux-3.7(2012-12-10),Wabtec,1,0.01
Linux-3.7(2012-12-10),AOL,1,0.01
Linux-3.7(2012-12-10),Juniper Networks,1,0.01
Linux-3.7(2012-12-10),EXOSEC,1,0.01
Linux-3.7(2012-12-10),Bluetechnix,1,0.01
Linux-3.7(2012-12-10),Vision Systems,1,0.01
Linux-3.7(2012-12-10),CeTT,1,0.01
Linux-3.7(2012-12-10),Numascale,1,0.01
Linux-3.7(2012-12-10),PEAK-System,1,0.01
Linux-3.7(2012-12-10),RuggedCom,1,0.01
Linux-3.7(2012-12-10),Barco,1,0.01
Linux-3.7(2012-12-10),Katalix Systems,1,0.01
Linux-3.7(2012-12-10),SYS TEC electronic GmbH,1,0.01
Linux-3.7(2012-12-10),Hansen Partnership,1,0.01
Linux-3.7(2012-12-10),Polytechnique Montreal,1,0.01
Linux-3.7(2012-12-10),Eukrea Electromatique,1,0.01
Linux-3.6(2012-09-30),Hobbyists,1147,11.20
Linux-3.6(2012-09-30),Red Hat,1053,10.28
Linux-3.6(2012-09-30),Intel,985,9.62
Linux-3.6(2012-09-30),Unknown,739,7.21
Linux-3.6(2012-09-30),Texas Instruments,559,5.46
Linux-3.6(2012-09-30),Linaro,388,3.79
Linux-3.6(2012-09-30),Novell,373,3.64
Linux-3.6(2012-09-30),IBM,262,2.56
Linux-3.6(2012-09-30),Google,244,2.38
Linux-3.6(2012-09-30),Wolfson Microelectronics,182,1.78
Linux-3.6(2012-09-30),Oracle,156,1.52
Linux-3.6(2012-09-30),Analog Devices,150,1.46
Linux-3.6(2012-09-30),QUALCOMM,135,1.32
Linux-3.6(2012-09-30),Consultants,131,1.28
Linux-3.6(2012-09-30),Samsung,129,1.26
Linux-3.6(2012-09-30),Renesas Electronics,126,1.23
Linux-3.6(2012-09-30),Inktank,124,1.21
Linux-3.6(2012-09-30),NVIDIA,124,1.21
Linux-3.6(2012-09-30),Cisco,118,1.15
Linux-3.6(2012-09-30),Canonical,117,1.14
Linux-3.6(2012-09-30),Freescale,114,1.11
Linux-3.6(2012-09-30),Academics,108,1.05
Linux-3.6(2012-09-30),Broadcom,105,1.03
Linux-3.6(2012-09-30),AMD,104,1.02
Linux-3.6(2012-09-30),igalia,87,0.85
Linux-3.6(2012-09-30),Linux Foundation,84,0.82
Linux-3.6(2012-09-30),Ericsson,81,0.79
Linux-3.6(2012-09-30),NetApp,80,0.78
Linux-3.6(2012-09-30),MEV Limited,74,0.72
Linux-3.6(2012-09-30),Fujitsu,66,0.64
Linux-3.6(2012-09-30),Marvell,57,0.56
Linux-3.6(2012-09-30),STMicroelectronics,56,0.55
Linux-3.6(2012-09-30),ARM,56,0.55
Linux-3.6(2012-09-30),Pengutronix,51,0.50
Linux-3.6(2012-09-30),Mellanox Technologies,47,0.46
Linux-3.6(2012-09-30),NXP,45,0.44
Linux-3.6(2012-09-30),ST-Ericsson,44,0.43
Linux-3.6(2012-09-30),Collabora,44,0.43
Linux-3.6(2012-09-30),Code Aurora Forum,40,0.39
Linux-3.6(2012-09-30),OpenWrt,39,0.38
Linux-3.6(2012-09-30),Philosys Software,37,0.36
Linux-3.6(2012-09-30),"Rowland Institute, Harvard",37,0.36
Linux-3.6(2012-09-30),Ideas on board,35,0.34
Linux-3.6(2012-09-30),Emulex,35,0.34
Linux-3.6(2012-09-30),Fusion-io,34,0.33
Linux-3.6(2012-09-30),Parallels,33,0.32
Linux-3.6(2012-09-30),General Electric,28,0.27
Linux-3.6(2012-09-30),STRATO,27,0.26
Linux-3.6(2012-09-30),Huawei,26,0.25
Linux-3.6(2012-09-30),Vodafone,26,0.25
Linux-3.6(2012-09-30),LG Electonics,25,0.24
Linux-3.6(2012-09-30),Cavium,23,0.22
Linux-3.6(2012-09-30),Solarflare Communications,22,0.21
Linux-3.6(2012-09-30),Atmel,22,0.21
Linux-3.6(2012-09-30),Tieto,21,0.21
Linux-3.6(2012-09-30),Nokia,21,0.21
Linux-3.6(2012-09-30),Avionic Design Development GmbH,21,0.21
Linux-3.6(2012-09-30),Siemens,21,0.21
Linux-3.6(2012-09-30),Tilera,20,0.20
Linux-3.6(2012-09-30),Linutronix,19,0.19
Linux-3.6(2012-09-30),Fixstars Technologies,19,0.19
Linux-3.6(2012-09-30),HP,18,0.18
Linux-3.6(2012-09-30),DENX Software Engineering,18,0.18
Linux-3.6(2012-09-30),QLogic,17,0.17
Linux-3.6(2012-09-30),Myricom,17,0.17
Linux-3.6(2012-09-30),ADVANSEE SARL,16,0.16
Linux-3.6(2012-09-30),Tencent,15,0.15
Linux-3.6(2012-09-30),NetLogic Microsystems,15,0.15
Linux-3.6(2012-09-30),Etersoft,14,0.14
Linux-3.6(2012-09-30),Trend Micro,14,0.14
Linux-3.6(2012-09-30),Secret Lab,13,0.13
Linux-3.6(2012-09-30),LinBit,13,0.13
Linux-3.6(2012-09-30),Calxeda,12,0.12
Linux-3.6(2012-09-30),SGI,12,0.12
Linux-3.6(2012-09-30),OMICRON electronics,12,0.12
Linux-3.6(2012-09-30),Bluegiga,11,0.11
Linux-3.6(2012-09-30),Bootlin,11,0.11
Linux-3.6(2012-09-30),RisingTide Systems,11,0.11
Linux-3.6(2012-09-30),Nicira Networks,10,0.10
Linux-3.6(2012-09-30),Volkswagen,10,0.10
Linux-3.6(2012-09-30),NTT,10,0.10
Linux-3.6(2012-09-30),Atomide,9,0.09
Linux-3.6(2012-09-30),Open Nandra,9,0.09
Linux-3.6(2012-09-30),Debian,9,0.09
Linux-3.6(2012-09-30),Astaro,8,0.08
Linux-3.6(2012-09-30),Wacom,8,0.08
Linux-3.6(2012-09-30),bct electronic,8,0.08
Linux-3.6(2012-09-30),Ozmo,8,0.08
Linux-3.6(2012-09-30),Vyatta,8,0.08
Linux-3.6(2012-09-30),Dialog Semiconductor,7,0.07
Linux-3.6(2012-09-30),Lundinova AB,7,0.07
Linux-3.6(2012-09-30),Codethink,7,0.07
Linux-3.6(2012-09-30),Animal Creek Technologies,7,0.07
Linux-3.6(2012-09-30),Alibaba,7,0.07
Linux-3.6(2012-09-30),OLPC,7,0.07
Linux-3.6(2012-09-30),Eukrea Electromatique,6,0.06
Linux-3.6(2012-09-30),CompuLab,6,0.06
Linux-3.6(2012-09-30),Kedacom,6,0.06
Linux-3.6(2012-09-30),Citrix,6,0.06
Linux-3.6(2012-09-30),ACM,6,0.06
Linux-3.6(2012-09-30),Micron,6,0.06
Linux-3.6(2012-09-30),6WIND,6,0.06
Linux-3.6(2012-09-30),Synopsys,5,0.05
Linux-3.6(2012-09-30),secunet Security Networks AG,5,0.05
Linux-3.6(2012-09-30),Paratronic,5,0.05
Linux-3.6(2012-09-30),Microsoft,5,0.05
Linux-3.6(2012-09-30),Cozybit,4,0.04
Linux-3.6(2012-09-30),Realtek,4,0.04
Linux-3.6(2012-09-30),KEYMILE,4,0.04
Linux-3.6(2012-09-30),Wave Computing,4,0.04
Linux-3.6(2012-09-30),DreamHost,4,0.04
Linux-3.6(2012-09-30),Panasas,4,0.04
Linux-3.6(2012-09-30),Orcon Internet,4,0.04
Linux-3.6(2012-09-30),Cirrus Logic,3,0.03
Linux-3.6(2012-09-30),MediaTek,3,0.03
Linux-3.6(2012-09-30),Viprinet,3,0.03
Linux-3.6(2012-09-30),MontaVista,3,0.03
Linux-3.6(2012-09-30),Altera,3,0.03
Linux-3.6(2012-09-30),Shawell,3,0.03
Linux-3.6(2012-09-30),Apple,3,0.03
Linux-3.6(2012-09-30),RapidRollout,3,0.03
Linux-3.6(2012-09-30),B1 Systems,3,0.03
Linux-3.6(2012-09-30),LSI,3,0.03
Linux-3.6(2012-09-30),Virtual Open Systems,2,0.02
Linux-3.6(2012-09-30),"VIA Technologies, Inc.",2,0.02
Linux-3.6(2012-09-30),Elbrys Networks,2,0.02
Linux-3.6(2012-09-30),O.S. Systems Software Ltda.,2,0.02
Linux-3.6(2012-09-30),Digigram SA,2,0.02
Linux-3.6(2012-09-30),Kyoto Microcomputer,2,0.02
Linux-3.6(2012-09-30),ENAC,2,0.02
Linux-3.6(2012-09-30),CSR,2,0.02
Linux-3.6(2012-09-30),VA LINUX,2,0.02
Linux-3.6(2012-09-30),SlimLogic Ltd,2,0.02
Linux-3.6(2012-09-30),Barco,2,0.02
Linux-3.6(2012-09-30),BMW,2,0.02
Linux-3.6(2012-09-30),MCST,2,0.02
Linux-3.6(2012-09-30),SONY,2,0.02
Linux-3.6(2012-09-30),PARROT S.A.,2,0.02
Linux-3.6(2012-09-30),Alcatel-Lucent,2,0.02
Linux-3.6(2012-09-30),Applied Micro,2,0.02
Linux-3.6(2012-09-30),Elliptic Technologies,2,0.02
Linux-3.6(2012-09-30),Digital Design,2,0.02
Linux-3.6(2012-09-30),Tonian Systems Inc.,2,0.02
Linux-3.6(2012-09-30),"Vista-Silicon, S.L.",2,0.02
Linux-3.6(2012-09-30),Uplogix,2,0.02
Linux-3.6(2012-09-30),ONELAN,2,0.02
Linux-3.6(2012-09-30),IDT,2,0.02
Linux-3.6(2012-09-30),ARISTA,2,0.02
Linux-3.6(2012-09-30),KFKI Research Institute,2,0.02
Linux-3.6(2012-09-30),Coraid,2,0.02
Linux-3.6(2012-09-30),Bitmer,1,0.01
Linux-3.6(2012-09-30),BTICINO,1,0.01
Linux-3.6(2012-09-30),M&N Solutions,1,0.01
Linux-3.6(2012-09-30),Candela Tech.,1,0.01
Linux-3.6(2012-09-30),Neratec Solutions AG,1,0.01
Linux-3.6(2012-09-30),Miracle Linux,1,0.01
Linux-3.6(2012-09-30),ScaleMP,1,0.01
Linux-3.6(2012-09-30),Weinmann Medical Technology,1,0.01
Linux-3.6(2012-09-30),ISEE,1,0.01
Linux-3.6(2012-09-30),OSADL,1,0.01
Linux-3.6(2012-09-30),Innominate,1,0.01
Linux-3.6(2012-09-30),Savoir-faire Linux,1,0.01
Linux-3.6(2012-09-30),FastMail.FM,1,0.01
Linux-3.6(2012-09-30),Hanwang Tech,1,0.01
Linux-3.6(2012-09-30),HighPoint Technologies,1,0.01
Linux-3.6(2012-09-30),Akamai,1,0.01
Linux-3.6(2012-09-30),Chelsio,1,0.01
Linux-3.6(2012-09-30),PMC-Sierra,1,0.01
Linux-3.6(2012-09-30),Brocade,1,0.01
Linux-3.6(2012-09-30),KPIT Cummins,1,0.01
Linux-3.6(2012-09-30),PetaLogix,1,0.01
Linux-3.6(2012-09-30),Hitachi,1,0.01
Linux-3.6(2012-09-30),Vision Systems,1,0.01
Linux-3.6(2012-09-30),VSR,1,0.01
Linux-3.6(2012-09-30),TekSavvy Solutions Inc.,1,0.01
Linux-3.6(2012-09-30),IXIA,1,0.01
Linux-3.6(2012-09-30),Openwall,1,0.01
Linux-3.6(2012-09-30),Evidence Srl,1,0.01
Linux-3.6(2012-09-30),MEPROLIGHT,1,0.01
Linux-3.6(2012-09-30),Facebook,1,0.01
Linux-3.6(2012-09-30),8D Technologies,1,0.01
Linux-3.6(2012-09-30),LiPPERT Embedded Computers GmbH,1,0.01
Linux-3.6(2012-09-30),Toshiba Computer,1,0.01
Linux-3.6(2012-09-30),VMWare,1,0.01
Linux-3.6(2012-09-30),MathEmbedded Consulting,1,0.01
Linux-3.6(2012-09-30),EmCraft Systems,1,0.01
Linux-3.6(2012-09-30),Bosch,1,0.01
Linux-3.6(2012-09-30),Delmic,1,0.01
Linux-3.6(2012-09-30),RuggedCom,1,0.01
Linux-3.6(2012-09-30),Juniper Networks,1,0.01
Linux-3.6(2012-09-30),CodeSourcery,1,0.01
Linux-3.6(2012-09-30),SteelEye,1,0.01
Linux-3.6(2012-09-30),Substantiel,1,0.01
Linux-3.6(2012-09-30),Sentelic,1,0.01
Linux-3.6(2012-09-30),Gaisler Research,1,0.01
Linux-3.6(2012-09-30),Logitech,1,0.01
Linux-3.6(2012-09-30),DELL,1,0.01
Linux-3.5(2012-07-21),Hobbyists,1506,13.75
Linux-3.5(2012-07-21),Intel,1255,11.46
Linux-3.5(2012-07-21),Red Hat,1085,9.90
Linux-3.5(2012-07-21),Unknown,616,5.62
Linux-3.5(2012-07-21),Novell,489,4.46
Linux-3.5(2012-07-21),Linaro,457,4.17
Linux-3.5(2012-07-21),Texas Instruments,373,3.40
Linux-3.5(2012-07-21),Linux Foundation,279,2.55
Linux-3.5(2012-07-21),Google,261,2.38
Linux-3.5(2012-07-21),IBM,257,2.35
Linux-3.5(2012-07-21),Samsung,248,2.26
Linux-3.5(2012-07-21),Renesas Electronics,232,2.12
Linux-3.5(2012-07-21),NVIDIA,194,1.77
Linux-3.5(2012-07-21),Wolfson Microelectronics,188,1.72
Linux-3.5(2012-07-21),Oracle,186,1.70
Linux-3.5(2012-07-21),NetApp,153,1.40
Linux-3.5(2012-07-21),Consultants,126,1.15
Linux-3.5(2012-07-21),QUALCOMM,121,1.10
Linux-3.5(2012-07-21),Linutronix,121,1.10
Linux-3.5(2012-07-21),Academics,114,1.04
Linux-3.5(2012-07-21),Cisco,105,0.96
Linux-3.5(2012-07-21),Parallels,105,0.96
Linux-3.5(2012-07-21),STMicroelectronics,101,0.92
Linux-3.5(2012-07-21),Analog Devices,100,0.91
Linux-3.5(2012-07-21),Pengutronix,89,0.81
Linux-3.5(2012-07-21),AMD,86,0.79
Linux-3.5(2012-07-21),Marvell,78,0.71
Linux-3.5(2012-07-21),XMission,73,0.67
Linux-3.5(2012-07-21),Nokia,69,0.63
Linux-3.5(2012-07-21),Emulex,64,0.58
Linux-3.5(2012-07-21),LinBit,64,0.58
Linux-3.5(2012-07-21),Broadcom,63,0.58
Linux-3.5(2012-07-21),Code Aurora Forum,63,0.58
Linux-3.5(2012-07-21),OpenWrt,60,0.55
Linux-3.5(2012-07-21),Canonical,58,0.53
Linux-3.5(2012-07-21),Freescale,54,0.49
Linux-3.5(2012-07-21),Ideas on board,54,0.49
Linux-3.5(2012-07-21),Mellanox Technologies,44,0.40
Linux-3.5(2012-07-21),ST-Ericsson,44,0.40
Linux-3.5(2012-07-21),STRATO,42,0.38
Linux-3.5(2012-07-21),Fujitsu,41,0.37
Linux-3.5(2012-07-21),OMICRON electronics,38,0.35
Linux-3.5(2012-07-21),Inktank,38,0.35
Linux-3.5(2012-07-21),LG Electonics,37,0.34
Linux-3.5(2012-07-21),QLogic,35,0.32
Linux-3.5(2012-07-21),Atmel,34,0.31
Linux-3.5(2012-07-21),Philosys Software,33,0.30
Linux-3.5(2012-07-21),NXP,30,0.27
Linux-3.5(2012-07-21),Cozybit,30,0.27
Linux-3.5(2012-07-21),ARM,30,0.27
Linux-3.5(2012-07-21),Vodafone,29,0.26
Linux-3.5(2012-07-21),Lundinova AB,27,0.25
Linux-3.5(2012-07-21),General Electric,25,0.23
Linux-3.5(2012-07-21),HP,23,0.21
Linux-3.5(2012-07-21),Cavium,22,0.20
Linux-3.5(2012-07-21),Siemens,22,0.20
Linux-3.5(2012-07-21),igalia,22,0.20
Linux-3.5(2012-07-21),Tilera,22,0.20
Linux-3.5(2012-07-21),Ericsson,20,0.18
Linux-3.5(2012-07-21),MEV Limited,17,0.16
Linux-3.5(2012-07-21),Atomide,17,0.16
Linux-3.5(2012-07-21),"Rowland Institute, Harvard",15,0.14
Linux-3.5(2012-07-21),LSI,14,0.13
Linux-3.5(2012-07-21),Candela Tech.,13,0.12
Linux-3.5(2012-07-21),DENX Software Engineering,13,0.12
Linux-3.5(2012-07-21),Katalix Systems,13,0.12
Linux-3.5(2012-07-21),Brocade,12,0.11
Linux-3.5(2012-07-21),Wave Computing,12,0.11
Linux-3.5(2012-07-21),Eukrea Electromatique,12,0.11
Linux-3.5(2012-07-21),Micron,12,0.11
Linux-3.5(2012-07-21),Etersoft,11,0.10
Linux-3.5(2012-07-21),Chelsio,11,0.10
Linux-3.5(2012-07-21),NTT,10,0.09
Linux-3.5(2012-07-21),RisingTide Systems,10,0.09
Linux-3.5(2012-07-21),Fusion-io,10,0.09
Linux-3.5(2012-07-21),Panasas,10,0.09
Linux-3.5(2012-07-21),KPIT Cummins,9,0.08
Linux-3.5(2012-07-21),Wacom,9,0.08
Linux-3.5(2012-07-21),Kedacom,9,0.08
Linux-3.5(2012-07-21),"Vista-Silicon, S.L.",8,0.07
Linux-3.5(2012-07-21),Vyatta,8,0.07
Linux-3.5(2012-07-21),Tieto,8,0.07
Linux-3.5(2012-07-21),SGI,8,0.07
Linux-3.5(2012-07-21),Solarflare Communications,8,0.07
Linux-3.5(2012-07-21),NewsGuy,8,0.07
Linux-3.5(2012-07-21),SlimLogic Ltd,8,0.07
Linux-3.5(2012-07-21),Alibaba,8,0.07
Linux-3.5(2012-07-21),Calxeda,7,0.06
Linux-3.5(2012-07-21),DreamHost,7,0.06
Linux-3.5(2012-07-21),Neratec Solutions AG,7,0.06
Linux-3.5(2012-07-21),Realtek,7,0.06
Linux-3.5(2012-07-21),Tencent,7,0.06
Linux-3.5(2012-07-21),South Pole AB,7,0.06
Linux-3.5(2012-07-21),Cirrus Logic,6,0.05
Linux-3.5(2012-07-21),AXIS,6,0.05
Linux-3.5(2012-07-21),Microsoft,6,0.05
Linux-3.5(2012-07-21),Secret Lab,6,0.05
Linux-3.5(2012-07-21),NEC,6,0.05
Linux-3.5(2012-07-21),Barco,6,0.05
Linux-3.5(2012-07-21),Astaro,6,0.05
Linux-3.5(2012-07-21),Avionic Design Development GmbH,5,0.05
Linux-3.5(2012-07-21),Facebook,5,0.05
Linux-3.5(2012-07-21),CSR,5,0.05
Linux-3.5(2012-07-21),Citrix,5,0.05
Linux-3.5(2012-07-21),Sphere Systems,5,0.05
Linux-3.5(2012-07-21),AMA Capital,4,0.04
Linux-3.5(2012-07-21),Substantiel,4,0.04
Linux-3.5(2012-07-21),Apple,4,0.04
Linux-3.5(2012-07-21),MontaVista,4,0.04
Linux-3.5(2012-07-21),ScaleMP,4,0.04
Linux-3.5(2012-07-21),SONY,4,0.04
